signal_threshold,rsi_overbought,rsi_oversold,accuracy,edge_pct,correct,total_tested,n_bullish,n_bearish,n_neutral,n_signals,signal_rate
0.15,75,35,0.5302325581395348,3.023255813953485,114,215,113,103,114,216,0.6545454545454545
0.1,75,35,0.5302325581395348,3.023255813953485,114,215,113,103,114,216,0.6545454545454545
0.15,80,35,0.5299539170506913,2.995391705069128,115,217,115,103,112,218,0.6606060606060606
0.1,80,35,0.5299539170506913,2.995391705069128,115,217,115,103,112,218,0.6606060606060606
0.25,65,30,0.5251141552511416,2.511415525114158,115,219,108,112,110,220,0.6666666666666666
0.2,65,30,0.5251141552511416,2.511415525114158,115,219,108,112,110,220,0.6666666666666666
0.3,65,30,0.5251141552511416,2.511415525114158,115,219,108,112,110,220,0.6666666666666666
0.3,70,30,0.5248868778280543,2.488687782805432,116,221,110,112,108,222,0.6727272727272727
0.2,70,30,0.5248868778280543,2.488687782805432,116,221,110,112,108,222,0.6727272727272727
0.25,70,30,0.5248868778280543,2.488687782805432,116,221,110,112,108,222,0.6727272727272727
0.15,65,30,0.5227272727272727,2.2727272727272707,115,220,108,113,109,221,0.6696969696969697
0.1,65,30,0.5227272727272727,2.2727272727272707,115,220,108,113,109,221,0.6696969696969697
0.1,70,30,0.5225225225225225,2.2522522522522515,116,222,110,113,107,223,0.6757575757575758
0.15,70,30,0.5225225225225225,2.2522522522522515,116,222,110,113,107,223,0.6757575757575758
0.2,75,30,0.5223214285714286,2.2321428571428603,117,224,113,112,105,225,0.6818181818181818
0.25,75,30,0.5223214285714286,2.2321428571428603,117,224,113,112,105,225,0.6818181818181818
0.3,75,30,0.5223214285714286,2.2321428571428603,117,224,113,112,105,225,0.6818181818181818
0.25,80,30,0.5221238938053098,2.212389380530977,118,226,115,112,103,227,0.6878787878787879
0.2,80,30,0.5221238938053098,2.212389380530977,118,226,115,112,103,227,0.6878787878787879
0.3,80,30,0.5221238938053098,2.212389380530977,118,226,115,112,103,227,0.6878787878787879
0.1,75,30,0.52,2.0000000000000018,117,225,113,113,104,226,0.6848484848484848
0.15,75,30,0.52,2.0000000000000018,117,225,113,113,104,226,0.6848484848484848
0.1,80,30,0.5198237885462555,1.982378854625555,118,227,115,113,102,228,0.6909090909090909
0.15,80,30,0.5198237885462555,1.982378854625555,118,227,115,113,102,228,0.6909090909090909
