date,state,regime,confidence,prob_sideways,prob_bull,prob_high-volatility,prob_low-volatility
2025-03-02,4,low-volatility,1.0,0.0,0.0,0.0,1.0
2025-03-03,4,low-volatility,0.9999999822910014,2.144504357870853e-260,3.27354196223381e-39,0.0,0.9999999822910014
2025-03-04,4,low-volatility,0.9999999922890765,2.2365478878533254e-65,7.125796690737031e-23,0.0,0.9999999922890765
2025-03-05,4,low-volatility,0.9999999976305389,1.3834558728315938e-65,3.9668396450719494e-23,0.0,0.9999999976305389
2025-03-06,4,low-volatility,0.9999998461094156,1.677763557344081e-66,2.792688159683779e-23,0.0,0.9999998461094156
2025-03-07,4,low-volatility,0.9999998555672496,1.8829843123571392e-64,2.000615441664461e-21,0.0,0.9999998555672496
2025-03-08,4,low-volatility,0.9999997509139885,7.033695224854782e-65,2.9258711576210286e-21,0.0,0.9999997509139885
2025-03-09,4,low-volatility,0.9999997243765317,7.478248418890376e-65,5.9144173712345924e-21,0.0,0.9999997243765317
2025-03-10,4,low-volatility,0.9999996689853653,1.8348202026853078e-65,5.220174459785399e-21,0.0,0.9999996689853653
2025-03-11,4,low-volatility,0.9999999717813357,2.3492018848223725e-63,2.3512432442980577e-21,0.0,0.9999999717813357
2025-03-12,4,low-volatility,0.9999997192210625,1.7741382767503817e-65,8.291464602489181e-22,0.0,0.9999997192210625
2025-03-13,4,low-volatility,0.999999477442225,5.656039992413382e-66,1.1701553176500305e-20,0.0,0.999999477442225
2025-03-14,4,low-volatility,0.9999998640557898,6.876642120737334e-64,6.596117882891543e-21,0.0,0.9999998640557898
2025-03-15,4,low-volatility,0.9999997444472555,4.017393670268521e-65,2.6958893922230085e-21,0.0,0.9999997444472555
2025-03-16,4,low-volatility,0.9999997607667697,5.9562873731124066e-65,3.922656925039528e-21,0.0,0.9999997607667697
2025-03-17,4,low-volatility,0.9999999034237181,5.34259264939495e-64,2.4676486494794536e-21,0.0,0.9999999034237181
2025-03-18,4,low-volatility,0.9999997567968262,7.186116397765524e-65,2.0650224403131647e-21,0.0,0.9999997567968262
2025-03-19,4,low-volatility,0.999999659055733,9.287676815974058e-63,8.32783152793797e-21,0.0,0.999999659055733
2025-03-20,4,low-volatility,0.9999995322226553,6.0829248126978255e-59,1.5240371654724565e-18,0.0,0.9999995322226553
2025-03-21,4,low-volatility,0.9999099103439826,1.0240695628766452e-56,2.9132982235977634e-14,0.0,0.9999099103439826
2025-03-22,0,sideways,0.9999999999913598,5.732948544048004e-44,8.72878461945498e-12,7.5624767386889e-309,5.863604027063891e-63
2025-03-23,0,sideways,0.9999999742115054,3.2728139502424875e-22,2.578860007987857e-08,2.4576770363774825e-274,7.092117729317319e-78
2025-03-24,0,sideways,0.9999978162855965,1.9822328237177465e-06,2.0148167682857305e-07,3.061177294346147e-295,1.3039447360170918e-93
2025-03-25,0,sideways,0.9996312577724307,2.750242295720818e-12,0.00036874222492008394,0.0,3.0828554029557217e-28
2025-03-26,0,sideways,0.9989740301640126,1.1385247102345341e-10,0.0010259697220704254,0.0,2.514085770660737e-35
2025-03-27,0,sideways,0.9995507697885747,7.562163828830325e-10,0.0004492294551798104,0.0,2.48523080272334e-36
2025-03-28,0,sideways,0.9996650030982318,7.874497046106089e-11,0.00033499682296135727,0.0,1.394940738445436e-30
2025-03-29,0,sideways,0.9995789437681823,3.7386453043571875e-11,0.00042105619447235565,0.0,7.937548699176541e-30
2025-03-30,0,sideways,0.9996736044704049,6.034801460231793e-14,0.00032639552954161666,0.0,2.2964113797739092e-26
