date,state,regime,confidence,prob_bull,prob_high-volatility,prob_low-volatility,prob_bear
2025-09-06,0,bull,0.9999974861407046,0.9999974861407046,4.107576179136789e-34,2.5138592410103114e-06,0.0
2025-09-07,0,bull,0.9999989814844596,0.9999989814844596,9.123422123700532e-59,1.0185156270842274e-06,0.0
2025-09-08,0,bull,0.9999999927945282,0.9999999927945282,1.6820063145689052e-77,7.205433608536812e-09,0.0
2025-09-09,0,bull,0.9999999869910425,0.9999999869910425,2.3355690880240238e-77,1.300891544433282e-08,0.0
2025-09-10,0,bull,0.9999999959507022,0.9999999959507022,9.699754390452705e-88,4.049317470847622e-09,0.0
2025-09-11,0,bull,0.9999999926560577,0.9999999926560577,1.0532142951997952e-87,7.343868331271299e-09,0.0
2025-09-12,0,bull,0.9999999989945536,0.9999999989945536,1.962524768209972e-99,1.0055090309259871e-09,0.0
2025-09-13,0,bull,0.9999999985709564,0.9999999985709564,8.364480219360217e-96,1.4290809725109125e-09,0.0
2025-09-14,0,bull,0.9999999989147454,0.9999999989147454,4.612349976732003e-96,1.0853007748345552e-09,0.0
2025-09-15,0,bull,0.9999999995518465,0.9999999995518465,8.355798010304494e-96,4.481051122448005e-10,0.0
2025-09-16,0,bull,0.9999998411024207,0.9999998411024207,7.55238342601784e-77,1.5889749186015527e-07,0.0
2025-09-17,0,bull,0.9999994383905899,0.9999994383905899,2.8618266393576895e-56,5.616094444924189e-07,0.0
2025-09-18,0,bull,0.9999977924771238,0.9999977924771238,4.207810431925189e-66,2.207522807085866e-06,0.0
2025-09-19,0,bull,0.9999998526618692,0.9999998526618692,4.555811045789993e-70,1.4733808126568525e-07,0.0
2025-09-20,0,bull,0.999999855614998,0.999999855614998,7.760511929246975e-76,1.4438508999280526e-07,0.0
2025-09-21,0,bull,0.9999999418603255,0.9999999418603255,3.764868412859742e-64,5.8139641948058234e-08,0.0
2025-09-22,0,bull,0.9999998357984757,0.9999998357984757,4.422239682774797e-58,1.642014395970074e-07,0.0
2025-09-23,0,bull,0.9999996899135138,0.9999996899135138,1.2037097149905166e-29,3.10086538540957e-07,0.0
2025-09-24,0,bull,0.99999999489728,0.99999999489728,1.9939071241733958e-36,5.102688889717382e-09,0.0
2025-09-25,0,bull,0.9999999976807885,0.9999999976807885,1.0757383771550762e-38,2.3191376439534102e-09,0.0
2025-09-26,0,bull,0.9999999978101641,0.9999999978101641,2.0832671788116492e-38,2.189945714590424e-09,0.0
2025-09-27,0,bull,0.9999999983631369,0.9999999983631369,1.9185959058708804e-38,1.6369335860622854e-09,0.0
2025-09-28,0,bull,0.9999999981889687,0.9999999981889687,2.7533144907147606e-38,1.8111244053027123e-09,0.0
2025-09-29,0,bull,0.9999999652868615,0.9999999652868615,7.240863025223572e-36,3.4713215738955746e-08,0.0
2025-09-30,0,bull,0.9999989357694382,0.9999989357694382,6.988230841834748e-38,1.064230608241643e-06,0.0
2025-10-01,0,bull,0.9999999839303656,0.9999999839303656,1.3316785276136835e-46,1.606956589562513e-08,0.0
2025-10-02,0,bull,0.9999999522267455,0.9999999522267455,2.4757278966805246e-47,4.7773344993604036e-08,0.0
2025-10-03,0,bull,0.9999999645747273,0.9999999645747273,1.2025291865493201e-48,3.542524563284966e-08,0.0
2025-10-04,0,bull,0.9999999582978498,0.9999999582978498,1.0255623264466974e-48,4.170211149751944e-08,0.0
2025-10-05,0,bull,0.9999999490144105,0.9999999490144105,3.71720967184324e-55,5.0985604162601874e-08,0.0
2025-10-06,0,bull,0.9999999994429345,0.9999999994429345,1.8785476392117533e-88,5.571323914920624e-10,0.0
2025-10-07,0,bull,0.9999999989356638,0.9999999989356638,4.343024735557225e-81,1.0643896344603643e-09,0.0
2025-10-08,0,bull,0.999999999813781,0.999999999813781,8.202948116869267e-90,1.8621453736238452e-10,0.0
2025-10-09,0,bull,0.9999999997035047,0.9999999997035047,2.98829310915809e-92,2.965289953314438e-10,0.0
